County,Median Age,% High School Graduate or Higher,% Bachelor s Degree or Higher,Unemployment Rate (%),Ethnicity: % Hispanic,Race: % White Alone,Race: % African American Alone,Race: % American Indian & Alaska Native Alone,Race: % Asian Alone,Race: % Native Hawaiian and Other Pacific Islander Alone,Race: % Multi-Racial,Votes,Percent_Voted,Republicans 2016,Democrats 2016,Green 2016,Libertarians 2016,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Gini.Coefficient,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.obesity,Diabetes,Sexually.transmitted.infections,Uninsured,Violent.crime,Injury.deaths,CA,S,MAR,CFS,ACFS,Mean Alc,Max Alc,Mixedness,LEN_SEC,LN_MILES,DVMT,DTRKVMT,% lt_10,% 10_19,% 20_29,% 30_39,% 40_49,% 50-59,% 60_69,% 70_79,% 80_89,% over_90,nursing home capacity,prison capacity and jail employees,military installation,hospital beds,Life Expectancy,Age-Adjusted Death Rate,Motor Vehicle Mortality Rate,% Insufficient Sleep,% Enrolled in Free or Reduced Lunch,Segregation Index,% Homeowners,Years of Potential Life Lost Rate_x,% With Access to Exercise Opportunities,% Flu Vaccinated,Income inequality,Percent Urban,Percent Rural,Enplanements,Number,customs_Y,hub_Y,Total Market Value,Total Actual Levy,Total County Tax Rate,Total Appraised Value (Total Taxable Value for FM/FC),Total Appraised Value (Total Taxable Value for County Tax Purposes),Per Capita Income,Total Personal Income,Median Household Income,Average Annual Pay,% of Population in Poverty,% of Population Under 18 in Poverty,Population,Population Density,school,work,shelter_enforcement,shelter,event,testing,transport,Short,Score,Years of Potential Life Lost Rate_y,% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% Smokers,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,% Alcohol-Impaired,Chlamydia Rate,PCP Rate,Dentist Rate,MHP Rate,Preventable Hosp. Rate,% Receiving HbA1c,% Mammography,Graduation Rate,% Some College,Labor Force,Association Rate,Average Daily PM2.5,% Severe Housing Problems,% Drive Alone,% Long Commute - Drives Alone,Yes,Policy Score
Kenedy,37.1,57.6,11.5,3.3,74.34,93.05,4.08,1.68,0.72,0.0,0.48,186.0,0.494680851,45.16129032,53.22580645,0.0,1.612903226,39.55,0.417,24.5,4.5,16.75,29.25,23.7,1.3,0.08,64.1,0.0,0.295,0.101,315.7,0.211,652.53,74.0,0.151426088,-0.7798341605000001,0.7675929100000001,3.35221e-05,4.225015e-05,9.803425e-05,0.00044537099999999996,-0.10567452449999999,207.145,507.69800000000004,1539895.096,348257.3870000001,0.13526570048309178,0.10144927536231883,0.1280193236714976,0.12318840579710146,0.0748792270531401,0.14251207729468598,0.11835748792270533,0.09420289855072464,0.04830917874396135,0.033816425120772944,0.0,0.0,0.0,0.0,77.3,412.5,23.0,33,77.0,26.0,34,8381.5,0,44.0,3.5,0.0,100.0,0.0,0.0,0.0,0.0,1864023045.0,5044845.0,0.7063159999999999,0.0,714247550.0,43561.0,19254000.0,42153.0,65819.0,14.3,20.3,404,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26.744554328000003,4.2777782232999995,3.7533744235000004,15.42766013,3.1,24.3,0.0,14.956349516,0.0,,0.0,0.0,0.0,,,,,49.593495935,212,0.0,7.3,11.538461538,93.296089385,12.0,1,
Kent,49.7,78.3,23.9,2.6,19.92,93.58,1.57,1.57,0.0,0.13,3.15,433.0,0.5735099339999999,83.1408776,13.62586605,0.0,3.233256351,0.0,0.377,40.45,12.7,17.1,4.2,7.85,17.7,0.08,64.1,0.221,0.292,0.123,315.7,0.2,558.42,74.0,2.494805049,0.593111064,1.004764014,1.87112e-05,1.87112e-05,0.000241048,0.001060499,0.351832914,390.51699999999977,781.0339999999995,65483.105999999934,11258.569999999994,0.10560625814863103,0.11603650586701435,0.09256844850065188,0.08083441981747068,0.08213820078226858,0.13428943937418514,0.13298565840938725,0.15254237288135594,0.07301173402868318,0.029986962190352018,60.0,0.0,0.0,0.0,77.3,412.5,23.0,28,36.0,26.0,70,8381.5,0,20.0,5.2,0.0,100.0,0.0,1.0,0.0,0.0,822190640.0,4003119.0,0.8604639999999999,464934790.0,465282760.0,54858.0,39827000.0,47625.0,38936.0,13.3,20.3,762,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,13.0,,14.754954495,3.3295478788,3.4486592105000002,12.974708987,4.8,27.6,40.965346535,17.063189455,0.0,,0.0,0.0,0.0,,88.888888889,,100.0,79.069767442,465,39.267015707,6.8,12.0,73.333333333,6.0,1,
Kerr,48.2,86.6,26.2,3.4,26.84,94.04,1.88,1.17,1.04,0.1,1.76,23090.0,0.475915658,76.47466436,20.20355132,0.493720225,2.828064097,34.7,0.451,32.05,21.95,24.45,0.65,9.85,10.95,0.11,62.5,0.337,0.278,0.122,245.1,0.267,188.42,86.0,1.090615725,-0.446756136,0.767487019,5.57328e-05,5.57328e-05,4.90107e-05,0.000202588,-0.203392905,985.1839999999993,2099.324000000001,2557943.2200000132,585534.5820000004,0.10901782992989943,0.11082749161840902,0.11044651021030172,0.10000761962816214,0.09448338921060652,0.12913364827796406,0.15239256324291375,0.12267601341054556,0.05764248704663213,0.01337244742456568,424.0,0.0,0.0,552.0,78.3,378.0,17.0,29,59.0,24.0,72,7993.0,71,49.0,3.8,58.9,41.1,118.0,1.0,0.0,0.0,7119284653.0,25227317.0,0.515,4939790307.0,4895745779.0,50150.0,2628122000.0,53704.0,41998.0,13.9,23.3,52600,44.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7766.9821526000005,17.72254892,3.795610782,3.6302717176,14.273171923,6.8,28.2,81.57178841300001,15.768377052,18.333333333,136.5,74.57561,64.07269000000001,252.40757999999997,38.83,85.58282208600001,63.583138173,91.0,54.115789473999996,21236,15.307624374000001,7.7,17.686072218,78.518228146,18.5,1,2.0
Kimble,51.1,83.1,17.0,3.5,24.58,96.55,0.61,1.29,0.82,0.09,0.63,1945.0,0.427848658,87.24935733,10.59125964,0.257069409,1.902313625,0.0,0.447,27.05,21.0,19.25,6.25,16.1,10.4,0.1,55.9,0.303,0.277,0.118,151.1,0.33,312.91,91.9,1.68997943,-1.032905641,0.914183685,6.15742e-05,6.15742e-05,0.000181397,0.0007216439999999999,0.31415380800000003,732.6979999999983,1559.2389999999978,1902525.3770000024,714276.8650000001,0.10445205479452056,0.0995291095890411,0.09995719178082192,0.08283390410958905,0.10616438356164384,0.1363441780821918,0.1643835616438356,0.12949486301369864,0.061001712328767124,0.015839041095890412,0.0,0.0,0.0,15.0,75.8,444.0,23.0,30,61.0,20.0,76,8381.5,61,24.0,3.9,55.7,44.3,22.0,1.0,0.0,0.0,2702389200.0,2100098.0,0.4,528026820.0,525024445.0,43309.0,188915000.0,42503.0,30911.0,17.6,35.9,4337,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4467.1591416,17.529282758,3.6576986247,3.6218606760000003,14.363722505999998,7.1,27.8,64.098111569,15.955996302,7.4074074074,202.8,45.57885,45.21818,22.60909,77.87,76.623376623,45.205479452,100.0,52.847682119,1933,20.510483135999998,6.6,12.10653753,72.291466922,26.3,1,
King,37.8,80.6,23.2,3.7,18.24,96.62,0.0,1.35,0.0,0.0,2.03,159.0,0.613899614,93.71069182,3.144654088,0.0,3.144654088,39.55,0.415,57.65,10.25,11.65,6.35,5.85,8.25,0.08,64.1,0.0,0.28300000000000003,0.103,315.7,0.16699999999999998,117.37,74.0,0.5708797760000001,-0.7798341605000001,0.7675929100000001,3.35221e-05,4.225015e-05,9.803425e-05,0.00044537099999999996,-0.10567452449999999,299.6629999999999,616.832,103269.253,27490.16399999999,0.09225092250922508,0.1070110701107011,0.13284132841328414,0.07380073800738007,0.1033210332103321,0.17712177121771214,0.16974169741697415,0.07011070110701106,0.06273062730627306,0.011070110701107009,0.0,0.0,0.0,0.0,77.3,412.5,23.0,30,0.0,26.0,37,8381.5,1,38.0,3.2,0.0,100.0,0.0,0.0,0.0,0.0,595058140.0,1771602.0,1.0306,171838700.0,171922700.0,55661.0,15418000.0,57925.0,41427.0,13.7,15.7,272,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,5.0,,15.250317682,3.4022706445999997,3.4460730880000003,14.518642296,5.3,25.5,56.293706293999996,19.044650701,0.0,,0.0,0.0,0.0,,,,92.3,50.0,177,0.0,6.8,11.2,90.243902439,8.9,1,
Kinney,42.9,67.2,13.2,5.5,59.55,94.1,2.03,1.5,0.4,0.21,1.76,1424.0,0.416252558,65.73033708,32.09269663,0.421348315,1.755617978,29.5,0.452,17.55,30.8,19.95,9.35,12.75,9.6,0.08,69.8,0.33,0.294,0.115,315.7,0.265,76.25,74.0,-0.932250405,-1.582192565,0.912618185,-3.62371e-05,3.62371e-05,0.000289449,0.000696441,0.429435505,297.9319999999998,596.6279999999998,234866.16799999983,34493.096999999994,0.11299435028248588,0.10707559860102232,0.13397901533494755,0.11487758945386065,0.1027710519235943,0.10976594027441484,0.1318267419962335,0.10922787193973636,0.06322302932472422,0.01425881086898036,0.0,0.0,0.0,0.0,81.9,308.0,23.0,32,59.0,26.0,74,8381.5,70,25.0,5.5,79.54,20.46,0.0,0.0,0.0,0.0,1558615293.0,2508265.0,0.6614,385046967.0,378995142.0,30431.0,114633000.0,43192.0,45606.0,21.1,26.6,3667,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9720.9509389,26.901822081,4.3860535307,3.8199216554000004,16.119025608,8.9,25.6,69.98332406899999,15.162914687,23.529411765,312.0,,0.0,,,81.428571429,56.52173913,92.2,37.212121212,1166,5.6353902508000004,6.6,9.9567099567,76.595744681,15.7,0,
Kleberg,28.1,77.4,25.3,5.9,72.89,90.64,4.37,0.89,2.31,0.18,1.61,9483.0,0.302497687,46.01919224,49.699462200000006,0.970157123,3.311188442,49.2,0.493,32.4,22.15,22.15,1.2,11.75,10.35,0.09,58.3,0.442,0.301,0.083,639.8,0.247,796.99,46.2,-0.461597561,-1.023300283,0.966182055,6.8813e-05,6.8813e-05,0.000164212,0.000536398,0.378742767,541.225,1159.2719999999995,1752539.5779999988,256170.573,0.11537389688806315,0.18430097538318624,0.21622542189193367,0.1044743768385199,0.0951540486143366,0.09496826134076483,0.09242916860195076,0.06298188574082675,0.027651339216597,0.006440625483821025,266.0,0.0,1.0,100.0,75.4,506.0,12.0,33,68.0,17.0,52,9351.0,51,37.0,6.7,81.13,18.87,0.0,1.0,0.0,0.0,2300350748.0,12076390.0,0.78145,0.0,1545382346.0,38997.0,1213924000.0,42605.0,38089.0,25.0,33.3,30680,36.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,12.0,8087.082043699999,27.560404761999997,4.3504282641000005,3.7398702348,15.771092382,7.0,24.2,48.145722217,17.609024723,12.903225805999998,733.1,43.94639,47.33354,28.40013,88.97,86.797752809,57.30994152,84.3,62.410142465,14052,9.4170825878,8.1,20.976491863,74.611729665,19.1,1,3.0
Knox,39.2,80.1,18.3,4.0,34.61,90.16,5.93,1.27,0.3,0.03,2.32,1358.0,0.378062361,79.3814433,18.18851252,0.368188513,2.06185567,29.4,0.442,34.15,19.8,17.05,7.75,12.85,8.45,0.1,68.6,0.377,0.278,0.116,266.1,0.335,120.05,74.0,0.24401712,-0.943109604,0.811436039,4.35512e-05,4.35512e-05,0.000103009,0.000440387,-0.08555350099999999,700.7460000000001,1428.4779999999994,224717.3160000001,65997.11100000009,0.13333333333333333,0.1466089466089466,0.10995670995670996,0.09812409812409813,0.10447330447330448,0.12034632034632035,0.11861471861471863,0.09090909090909093,0.06002886002886002,0.017604617604617602,127.0,0.0,0.0,28.0,73.8,557.0,23.0,31,65.0,27.0,84,11714.0,39,13.0,4.4,0.0,100.0,0.0,2.0,0.0,0.0,947472942.0,1725249.0,0.7448,231641712.0,231638712.0,38457.0,140483000.0,39726.0,40838.0,20.4,31.5,3664,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,15.0,8348.4565447,19.528243015,3.8327348255,3.6765704739999996,15.229412782999999,6.2,26.1,39.338531863,17.029106176,83.333333333,181.4,51.81347,0.0,,41.59,87.67123287700001,52.777777778,97.4,54.579207921000005,1596,28.497409326,7.2,9.8039215686,77.931034483,12.2,1,
Lamar,40.2,84.5,16.7,4.2,7.86,81.2,13.24,1.76,0.82,0.05,2.94,18537.0,0.375296095,78.47008685,19.30733128,0.372228516,1.850353347,45.9,0.448,28.95,18.15,24.0,0.7,10.7,17.55,0.1,66.9,0.34,0.276,0.124,495.3,0.246,413.87,69.9,0.250741905,-0.76306026,0.504959505,2.00065e-05,2.00065e-05,4.36347e-05,0.000294763,-0.733305118,1629.6409999999978,3370.411999999997,2306483.0930000055,279833.23200000083,0.12659205704664753,0.12334356739625632,0.12415568980885412,0.11510349608794693,0.11391502426463306,0.13075170842824602,0.12645340200059424,0.09115578884817273,0.03967515103496088,0.008854115083688224,577.0,0.0,0.0,393.0,75.5,481.0,23.0,34,63.0,31.0,65,9637.0,64,48.0,5.2,52.92,47.08,9.0,1.0,0.0,0.0,4850853746.0,13400762.0,0.39399999999999996,3493827374.0,3401208576.0,40763.0,2027045000.0,45767.0,41695.0,14.4,22.2,49859,54.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10656.352219,21.132095078,4.0744310126,4.1015794903,18.338065881,5.6,32.0,66.57160645100001,16.079245877,26.0,428.1,50.566340000000004,60.25185,86.36099,57.86,81.686046512,61.797752808999995,92.6,53.536311885,23186,16.383495145999998,9.5,15.185868705999999,81.350181925,20.4,1,4.0
Lamb,36.3,74.2,17.4,5.2,56.05,91.26,4.8,1.76,0.44,0.1,1.64,3905.0,0.281766361,77.84891165,19.71830986,0.204865557,2.227912932,57.7,0.42,23.8,18.3,23.5,8.3,8.65,17.4,0.1,97.5,0.376,0.298,0.098,409.4,0.299,350.87,92.3,0.306718852,-1.320425577,0.612745551,7.5348e-06,7.5348e-06,0.000104619,0.000379411,-0.5186230039999999,1735.8489999999967,3552.3539999999925,908309.7970000005,207640.736,0.14873270097962993,0.13652620121287515,0.11934380345202925,0.12051002954439435,0.10659306484217074,0.12214274607370547,0.11001399471310838,0.07642668325299333,0.0485927538485461,0.011118022080547348,190.0,0.0,0.0,75.0,76.0,472.0,30.0,32,70.0,15.0,70,9657.0,69,36.0,4.7,42.31,57.69,0.0,1.0,0.0,0.0,1278693116.0,7980168.0,0.7943,0.0,1004679368.0,38247.0,503257000.0,42700.0,40780.0,20.0,27.8,12893,13.75,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8625.675771100001,26.579574116999996,4.5652878480000005,4.0017882234,17.58506441,7.9,26.1,69.914860127,15.25063613,38.095238095,390.5,29.8842,15.06591,7.532960000000001,62.34,83.743842365,50.0,96.9,51.704918033,5215,16.436309300999998,7.6,11.912225705,80.838641189,19.8,1,4.0
Lampasas,42.7,88.6,20.5,3.7,20.04,90.07,4.11,1.23,1.36,0.34,2.88,8149.0,0.405947992,78.18137195,18.14946619,0.5767578839999999,3.0924039760000004,26.5,0.435,24.55,19.2,25.4,1.3,15.75,13.85,0.06,54.2,0.298,0.29,0.102,407.2,0.273,121.09,63.0,0.5175220629999999,-0.120601813,0.638932698,4.11188e-05,4.11188e-05,5.52047e-05,0.000446218,-0.428580151,755.9289999999993,1590.8309999999994,763965.9060000017,84438.23100000009,0.11498537321883552,0.12201566481079552,0.11574030385958292,0.11625931867509673,0.11687269982070395,0.13777484193639708,0.1353213173539681,0.09318675096725487,0.038312730017929605,0.009530999339435691,268.0,0.0,0.0,25.0,78.9,362.0,26.0,30,51.0,29.0,76,6658.0,49,26.0,4.2,31.73,68.27,0.0,1.0,0.0,0.0,2754319100.0,9614146.0,0.6976899999999999,0.0,1377996800.0,49457.0,1049913000.0,55151.0,34888.0,12.9,20.2,21428,27.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8646.4027196,15.790670314000002,3.5128336529000004,3.5975870888999997,14.710413712000001,6.9,27.3,53.575240128000004,18.283493877999998,5.0,357.2,43.71479,14.450870000000002,43.3526,72.96,81.65374677,62.857142857,97.3,61.541692921999996,9307,14.085875267,8.2,11.538461538,75.970184572,45.2,1,5.0
Lasalle,31.3,63.7,14.6,3.7,86.43,96.9,1.33,0.75,0.37,0.03,0.62,2049.0,0.320757671,42.45973646,54.90483163,0.488042948,2.14738897,34.3,0.464,19.4,26.45,16.9,4.0,23.35,9.85,0.1,81.8,0.565,0.289,0.086,185.7,0.28,146.59,80.5,-1.337367483,-1.62447832,1.277374231,5.04229e-05,5.04229e-05,0.000290134,0.000885653,0.973366434,629.8059999999991,1351.9989999999984,3207000.405000001,1704395.0100000002,0.1206574024585783,0.1035542490646713,0.2541421699625869,0.12533404596472475,0.1031533939070016,0.09192944949225014,0.07870122928915019,0.07562800641368253,0.03754676643506146,0.00935328701229289,60.0,705.0,0.0,0.0,77.4,397.0,23.0,33,87.0,26.0,68,7939.0,0,24.0,4.4,53.65,46.35,8.0,1.0,0.0,0.0,6662550603.0,28343795.0,0.5,0.0,5668759171.0,35809.0,269678000.0,40072.0,69630.0,29.6,35.5,7520,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,16.0,7237.0125201,30.033754793000004,4.4655062309,3.6744413009,16.409156631,6.4,23.5,0.3775776939,18.293477258,18.181818182,307.7,13.104439999999999,,52.54170000000001,61.62,88.118811881,,92.7,34.089834515,3891,7.8626654436,6.9,16.935483871,81.546023235,32.1,0,
Lavaca,43.7,83.0,16.2,3.6,18.82,90.62,6.76,0.63,0.51,0.08,1.4,6143.0,0.3765186475,76.50252378,20.73515843,0.3968467775,2.0857547170000004,39.55,0.444,28.175,17.9,22.4,1.85,12.825,13.925,0.08,64.1,0.32299999999999995,0.29600000000000004,0.107,315.7,0.265,233.19,74.0,0.215742407,-0.7798341605000001,0.7675929100000001,3.35221e-05,4.225015e-05,9.803425e-05,0.00044537099999999996,-0.10567452449999999,998.083499999998,2088.2604999999985,1539980.1944999984,272547.12600000034,0.129097551342812,0.12993680884676145,0.11448459715639812,0.10979462875197472,0.10357424960505528,0.1240126382306477,0.13398499210110584,0.09296011058451817,0.04803515007898894,0.014119273301737756,575.0,0.0,0.0,50.0,78.9,348.0,32.0,30,43.0,29.0,75,6554.0,62,35.0,5.1,18.68,81.32,0.0,0.0,0.0,0.0,4822950058.0,14668675.0,0.5993,2434662889.0,2451168291.0,50919.0,1023974000.0,51128.0,39272.0,13.5,22.2,20154,19.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7609.7021823,15.45929295,3.41425113,3.5015359377,13.843953017,7.6,30.7,64.69397290100001,18.089018925,24.242424242,152.1,60.496069999999996,30.28926,15.14463,79.38,85.084033613,55.076923077,97.8,51.723257595,8699,15.628150837,8.3,11.419354839,82.038391225,31.3,1,
Lee,41.6,82.3,17.0,3.3,23.45,85.15,11.21,1.07,0.56,0.22,1.79,6522.0,0.397513257,76.60226924,21.03649187,0.429316161,1.931922723,26.6,0.422,27.45,12.7,27.1,1.3,14.55,16.9,0.08,41.5,0.29600000000000004,0.329,0.112,234.0,0.264,345.52,69.1,-0.196707701,-0.146605962,0.571016891,3.04247e-05,3.04247e-05,5.04836e-05,0.000375945,-0.580431851,749.4479999999987,1639.8839999999975,1003450.821,154585.3769999996,0.1261660716342278,0.1461476448232178,0.12478406080847633,0.10169296326154556,0.10687550385811356,0.1338822987446735,0.12633882298744673,0.08217206034780605,0.042612000460670284,0.009328573073822413,186.0,0.0,0.0,0.0,77.4,383.0,29.0,31,64.0,36.0,79,8048.0,47,48.0,4.6,30.28,69.72,0.0,1.0,0.0,0.0,3174482438.0,9959897.0,0.6811,0.0,1462325118.0,46713.0,800851000.0,55834.0,50118.0,12.3,17.8,17239,26.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,14.0,7793.1179632,15.886399047000001,3.4494638735,3.5295253002999996,14.630889378,7.7,29.9,54.743558873000005,18.652146013,22.916666666999998,286.7,29.5893,29.31692,58.63383,49.36,84.328358209,54.72972973,91.9,47.964169381000005,9228,12.427506214000001,8.6,13.32774518,76.958831341,29.7,0,2.0
Leon,45.1,84.5,16.7,6.3,14.55,89.54,7.27,0.9,0.74,0.02,1.53,7407.0,0.4446245270000001,86.28324558,12.27217497,0.17550965300000002,1.2690697990000002,21.1,0.454,22.7,21.7,17.85,2.85,21.8,13.15,0.08,64.6,0.413,0.294,0.131,266.0,0.287,143.13,104.5,0.484890624,-0.868522523,0.7801578259999999,2.26279e-05,2.26279e-05,7.875840000000001e-05,0.000290088,-0.285186715,1114.2780000000002,2284.147999999998,3705412.973000005,1091336.5880000035,0.12932365216397004,0.11165742381796352,0.10891315533703047,0.1083414327368361,0.09553484649248184,0.12875192956377565,0.14739008633011266,0.1132582470985078,0.04710994225601738,0.009719284203304555,74.0,0.0,0.0,0.0,76.2,483.0,44.0,30,51.0,18.0,79,11167.0,19,43.0,5.1,0.0,100.0,0.0,0.0,0.0,0.0,3662767360.0,7994454.0,0.45916999999999997,0.0,1741066281.0,40388.0,697506000.0,47065.0,53551.0,15.6,24.4,17404,15.66,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10463.790901999999,17.687710646,3.7811688453,3.7212226124,15.559567138,7.2,33.0,27.950717219,16.37424243,17.307692308,266.9,5.85274,17.34204,11.56136,44.76,82.286995516,56.701030928,96.3,46.808510638,6463,18.143509306,9.0,11.588330632,77.6309725,39.8,1,5.0
Liberty,35.7,76.2,10.0,7.1,24.78,86.31,10.22,1.09,0.65,0.09,1.64,24155.0,0.320817617,78.06251294,20.08279859,0.347754088,1.506934382,37.9,0.413,23.5,15.8,22.45,0.6,19.6,18.0,0.08,67.7,0.28600000000000003,0.319,0.095,304.4,0.273,401.59,98.3,-0.8628968159999999,-0.859226492,0.875508318,4.72431e-05,4.72431e-05,7.096130000000001e-05,0.000387216,-0.056603827,1447.1659999999924,2976.850999999989,3651038.0859999936,394500.7339999984,0.14087519509798255,0.12880513324469622,0.14019307474420487,0.13094398520145673,0.12653910630672294,0.12579917914330307,0.11108156540840512,0.06601537661136482,0.02433666685935603,0.005410717382507659,438.0,5782.0,0.0,136.0,73.9,530.0,31.0,33,66.0,26.0,74,10089.0,55,35.0,4.5,36.77,63.23,1.0,2.0,0.0,0.0,7554904022.0,35287623.0,0.5788,0.0,6096686799.0,37237.0,3214378000.0,52577.0,46375.0,15.1,23.2,88219,65.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.745,10.0,9245.2739996,18.187850056,3.7646423474,3.7519158979,17.490972898,6.6,29.3,59.515090623,19.376559613,21.782178218000002,320.0,23.853160000000006,26.926470000000002,14.68716,81.45,81.242236025,43.412526998000004,90.8,37.896597859,31191,9.415723002,10.5,18.493423675,87.752671094,58.7,1,3.0
Limestone,39.8,78.9,14.9,5.5,22.38,78.6,17.69,1.17,0.71,0.08,1.75,7648.0,0.334338798,75.14382845,22.85564854,0.353033473,1.64748954,29.8,0.411,29.45,19.0,22.35,1.15,13.95,14.05,0.1,70.5,0.304,0.297,0.11,579.7,0.251,541.08,104.5,0.215742407,-1.473144098,0.820113833,-1.52003e-05,1.52003e-05,0.000180314,0.00046882,-0.041457458,1376.9659999999953,2766.009999999992,722850.8880000014,91978.1079999997,0.12414545149519775,0.12230004613513401,0.12552950551524555,0.12490039005158747,0.10929832655286667,0.12817179046260954,0.13328859623369546,0.08769869563393869,0.035775699366690436,0.008891498553034434,392.0,0.0,0.0,79.0,76.1,460.0,24.0,33,75.0,24.0,75,9745.0,61,43.0,4.3,46.38,53.62,0.0,1.0,0.0,0.0,3041561950.0,14656669.0,0.7892,1939213526.0,1854459615.0,35771.0,841290000.0,43226.0,43681.0,22.2,33.0,23437,25.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8564.2801797,20.770813453,4.0895001046,3.8905153078,17.870172244000003,6.3,32.5,60.981867943999994,16.860885771,25.0,416.6,42.88165,25.56673,34.08897,73.06,82.722513089,51.091703057,93.9,44.762595143,8223,10.720411664,9.1,13.561392792000001,81.386819484,23.9,1,
Lipscomb,37.3,80.1,17.7,3.2,33.63,92.45,1.81,2.13,0.68,0.18,2.75,1322.0,0.419949174,87.67019667,10.211800300000002,0.226928896,1.89107413,32.4,0.429,32.4,14.75,14.4,7.25,15.8,15.45,0.08,69.5,0.276,0.29600000000000004,0.102,120.2,0.309,20.72,74.0,0.8281728709999999,-0.47375136,0.930193754,7.87283e-05,7.87283e-05,7.84625e-05,0.000466346,0.188232268,654.0370000000005,1324.2650000000008,162006.1280000003,28301.587000000014,0.13724902607132156,0.136050344620917,0.12286484866646688,0.12466287084207373,0.10008990110878034,0.1291579262810908,0.11657177105184298,0.07881330536409949,0.044051543302367394,0.010488462691039856,61.0,0.0,0.0,0.0,79.7,361.0,23.0,31,63.0,15.0,74,8381.5,1,29.0,4.2,0.0,100.0,0.0,2.0,0.0,0.0,799185634.0,4621458.0,0.7078800000000001,650819575.0,653134398.0,64757.0,217259000.0,57332.0,54757.0,12.0,17.5,3233,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,15.0,6021.2679253,16.086863891,3.393483606,3.4228610358999996,14.26957997,5.9,27.3,16.353725015,20.335191517000002,33.333333333,197.0,,0.0,,34.12,85.714285714,,100.0,51.525423728999996,1654,33.622863547,7.1,7.2340425532,84.447220487,19.2,0,
Liveoak,41.5,79.2,11.1,4.7,40.02,92.22,4.82,1.23,0.64,0.07,1.01,4267.0,0.374265415,80.85305835,17.31895946,0.304663698,1.523318491,27.1,0.429,28.9,21.4,23.25,1.35,12.65,12.4,0.07,48.9,0.204,0.295,0.117,314.5,0.228,98.68,73.0,1.386693956,-0.33786115200000005,0.630333124,4.23794e-05,4.23794e-05,3.97933e-05,0.000159727,-0.468179179,1142.586999999997,2459.901999999996,4443763.910000005,1086847.3329999985,0.11544203018742745,0.10648532094874773,0.13294078620003316,0.1286282965665948,0.10217283131530934,0.12987228396085587,0.13484823353790015,0.09628462431580694,0.04378835627798972,0.009537236689334882,100.0,0.0,0.0,0.0,79.2,350.0,28.0,31,61.0,36.0,81,7365.0,34,34.0,4.5,0.0,100.0,0.0,1.0,0.0,0.0,4476703539.0,12319550.0,0.52025,2364883568.0,2370308577.0,35636.0,433544000.0,48814.0,55304.0,18.7,25.6,12207,11.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,16.0,10143.035358,18.842223834000002,3.6877779813,3.4511110773,14.778387687999999,8.2,29.5,33.787182378000004,18.088906103,12.962962962999999,314.3,8.17728,16.58925,33.1785,67.86,81.118881119,48.051948052,93.5,43.072100313,5176,11.448196909000002,8.1,12.032085560999999,78.059171598,52.2,0,5.0
